,ID,processed_question_locution,question_type,processed_preceding_locution,processed_response_locutions,response_length,response_loc_count,WordperLoc,EMperLoc,DefIllperLoc,MAperLoc,RAperLoc,CAperLoc,question_speaker,preceding_speaker,response_speaker,same_speaker_pq,same_speaker_rq,question_speaker_role,preceding_speaker_role,response_speaker_role
3106,23002_1,"everything is Westminster's fault, okay",Assertive Questioning,What is it that the Scottish MSPs are actually doing,"['Who are you blaming for that, the government of Westminster or the government here in Holyrood']",16,1,16.0,0.0,0.0,1.0,0.0,0.0,AudienceMember 20220707QT33,AudienceMember 20220707QT33,Fiona Bruce,2,1,3,3,1
3107,19075_2,Your advice would be to shut them all together for a brief period or for a period of whatever length,Assertive Questioning,That’s what we have to do,"['For a brief period of time we have to get this under control ', 'There’s no question about that']",19,2,9.5,0.0,0.0,0.5,0.0,0.0,Fiona Bruce,Mark Walport,Mark Walport,1,1,1,2,2
3108,22976_1,"What would you say about dealing with extreme wealth when people during the pandemic have been increasingly isolated, inequalities have grown immensely",Assertive Questioning,it is nice to be talking about something that matter to people in Scotland,"['I take your point about real issues ', 'The reason we started with Boris Johnson is so many of you asked about it']",26,2,13.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20220707QT23,AudienceMember 20220707QT23,Fiona Bruce,2,1,3,3,1
3109,18293_5,Is that what you mean,Assertive Questioning,while we are still trying to get ours going,"['Most reasonable people would concede the Asian countries in particular ', 'whether it was swine flu or SARS ', 'they are probably ahead of the curve because they have gone through pandemics previously ', 'So they have been able to adapt technology ', 'there is plenty of other examples']",48,5,9.6,0.0,0.0,0.4,0.6,0.0,Fiona Bruce,Fiona Bruce,Matthew,2,1,1,1,3
3110,23955_1,"as far as the Green Party is concerned, and irrespective of the data you want people to fly less",Assertive Questioning,,"[""We wouldn't want it imposed in this way obviously "", 'when it comes to the travel industry, I have a lot of sympathy with what Gary I think was saying ', 'we need to be supporting the tourist industry, the travel industry ', 'we need to be supporting them with extended furlough ', 'we need to be making sure the business rates and all of those things are extended as well ', ""It's quite extraordinary the Government extended the restrictions without extending the support to businesses "", ""that's not a reason to open up "", 'the Greens do not want people to be flying as much as they do ', 'want to do it in a fair way']",122,9,13.555555555555555,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,Fiona Bruce,,Caroline Lucas,0,1,1,0,2
3111,22924_2,Is that right,Assertive Questioning,The health Secretary said we all do the safety checks but we have been able to speed it up because of Brexit,"['the Europeans have collectively utilised one regulator ', 'we have our own regulator and they adopted different processes here']",30,2,15.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Fiona Bruce,Michelle Donelan,2,1,1,1,2
3112,20753_1,you're talking about the conversation about Archy and concern about what colour skin,Assertive Questioning,"the point is they didn't name names, they didn't give a place, they didn't give a time","[""Didn't give any sort of context "", 'they have branded, as I said, this institution, which is important to millions of people in this country, as racist without any evidence ', 'people are going to do that ', ""don't be surprised if in a couple of years' time you turn round and a new Nigel Farage has turned up or a new Donald Trump has turned up and they are exploiting this for their own purposes""]",80,4,20.0,0.0,0.0,0.25,0.5,0.0,Fiona Bruce,Dan Hodges,Dan Hodges,1,1,1,2,2
3113,18286_2,What if people don't put themselves forward,Assertive Questioning,You have the same issue in Scotland as in England,"['The reason we have been successful in reducing the prevalence of Coronavirus is because of massive volumes of public participation and compliance ', 'The same applies to the track, trace, self-isolate and support strategy, test and protect that we are putting out in Scotland ', 'It relies on people coming forward where they have symptoms, indicating they have those symptoms and then for us pursuing the contact ', 'There will be privacy applied, essentially the source of the virus that has been drawn to attention of other individuals, but it fundamentally relies on public participation, public trust and public confidence ', 'we need to have that similar level of communication and consent from members of the public in wrestling with the contact tracing strategy']",164,5,32.8,0.2,0.0,0.2,0.4,0.0,Fiona Bruce,Fiona Bruce,John Swinney,2,1,1,1,2
3114,25480_2,How are you going to enforce it when people can fly into England and go to Scotland.,Assertive Questioning,How are you going to enforce that?,"['Exactly. ', 'And the point goes back to you and your party']",11,2,5.5,0.0,0.0,0.5,0.0,0.5,Michael Forsyth,Michael Forsyth,Jeane Freeman,2,1,2,2,2
3115,21655_1,"he didn't think about that, did he",Assertive Questioning,"he has a family, there are six children involved",[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Chika Russell,Chika Russell,,2,0,2,2,0
3116,21330_1,Do you think they're thinking that,Assertive Questioning,,"['Robert has just highlighted precisely why this is a bad idea ', ""he's already talked about multiple new hurdles that somebody has to jump over in terms of new documentation in order to be able to vote "", ""over the last few decades, if not centuries, we've seen successive governments try to expand the franchise "", 'this government seems to want to reduce it ', 'The figures speak for themselves ', 'Paul has already mentioned some of them ', ""3.5 million citizens don't have access to photo ID "", ""1.3 million people don't have a bank account "", 'That makes mandatory voter ID a barrier to many people exercising their right to vote ', ""we've seen from our Scottish Parliament perspective cross-party agreement on expanding the franchise "", 'making it easier for people to vote, whether they are refugees, prisoners or young people ', 'that should be the direction of travel for all governments ', ""we're accountable to them "", 'we should make sure that they are able to exercise their democratic right as easily as possible']",187,14,13.357142857142858,0.1428571428571428,0.0,0.1428571428571428,0.3571428571428571,0.0714285714285714,Fiona Bruce,,Kate Forbes,0,1,1,0,2
3117,20970_1,"given that Boris Johnson has already said that he will not grant a second independence referendum that's job done, isn't it",Assertive Questioning,rather than one distracted by another independence referendum,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Douglas Ross,,1,0,1,2,0
3118,19752_1,That’s why I’m asking about community pharmacies,Assertive Questioning,,"['First you optimise your most effective route into those most vulnerable groups so the throughput, you get how many can they do a day, you optimise that, and you add more sites which is why we’re bringing on the community pharmacies and the independent sector to be involved because that way you add on ', 'When you go through cohorts 1 to 4, our absolute target is to do that by mid February']",74,2,37.0,0.0,0.5,1.5,0.0,0.0,Fiona Bruce,,Nadhim Zahawi,0,1,1,0,2
3119,22814_2,Is it six days in a row,Assertive Questioning,this has been going on for a few days,"['it took me two hours to get in here, from Maidstone, to be fair ', 'it usually only takes an hour']",27,2,13.5,0.0,0.0,0.0,0.5,0.0,Fiona Bruce,Fiona Bruce,Lucas Warden,2,1,1,1,3
3120,25480_2,How are you going to enforce it when people can fly into England and go to Scotland.,Assertive Questioning,How are you going to enforce that?,"['Exactly. ', 'And the point goes back to you and your party']",11,2,5.5,0.0,0.0,0.5,0.0,0.5,Michael Forsyth,Michael Forsyth,Jeane Freeman,2,1,2,2,2
3121,22853qt_1,Is it being flown in from Thailand,Assertive Questioning,where is that chicken coming from,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wilfred Emmanuel-Jones,Wilfred Emmanuel-Jones,,2,0,2,2,0
3122,18870_2,isn’t there a difference between making a U-turn on policy and just lying,Assertive Questioning,"That is the blame game, that’s exactly what it is","['everybody’s made terrible mistakes ', 'where there was a left turn to make, we took the right one on almost every occasion and we have to learn from it ', 'I don’t think when we look back there’ll be any one single reason']",81,3,27.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,Jed Mercurio,Steve Parish,Steve Parish,1,1,2,2,2
3123,22682_2,Is a visa not an impediment,Assertive Questioning,"For those people who have a connection to this country or want to come to Britain, there needs to be no impediment to it","[""The thing about having no visas, you don't know who is coming and going""]",15,1,15.0,0.0,0.0,0.0,0.0,1.0,Fiona Bruce,Peter Kyle,Peter Kyle,1,1,1,2,2
3124,23807_3,can't we all just agree that we totally underestimated the Taliban forces in the first place,Assertive Questioning,it wasn't inevitable,"['Their resilience, yes']",3,1,3.0,0.0,0.0,0.0,0.0,0.0,AudienceMember 20210902QT13,AudienceMember 20210902QT13,Nelufar Hedayat,2,1,3,3,2
3125,21605_1,why should the rest of us,Assertive Questioning,If the Prime Minister doesn't have confidence in him,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Ian Blackford,Ian Blackford,,2,0,2,2,0
3126,23963_2,that hanging over me,Assertive Questioning,"this person was going to be walking around waiting for a court case to come up maybe a year, two years later","['Over half of rape victims withdrew from the investigations last year ', 'they did report it then they pulled out of it ', ""we don't know how many don't report it""]",35,3,11.666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,AudienceMember 20210722QT25,AudienceMember 20210722QT25,Fiona Bruce,2,1,3,3,1
3127,21330_1,Do you think they're thinking that,Assertive Questioning,,"['Robert has just highlighted precisely why this is a bad idea ', ""he's already talked about multiple new hurdles that somebody has to jump over in terms of new documentation in order to be able to vote "", ""over the last few decades, if not centuries, we've seen successive governments try to expand the franchise "", 'this government seems to want to reduce it ', 'The figures speak for themselves ', 'Paul has already mentioned some of them ', ""3.5 million citizens don't have access to photo ID "", ""1.3 million people don't have a bank account "", 'That makes mandatory voter ID a barrier to many people exercising their right to vote ', ""we've seen from our Scottish Parliament perspective cross-party agreement on expanding the franchise "", 'making it easier for people to vote, whether they are refugees, prisoners or young people ', 'that should be the direction of travel for all governments ', ""we're accountable to them "", 'we should make sure that they are able to exercise their democratic right as easily as possible']",187,14,13.357142857142858,0.1428571428571428,0.0,0.1428571428571428,0.3571428571428571,0.0714285714285714,Fiona Bruce,,Kate Forbes,0,1,1,0,2
3128,23958_1,1.4% of rape cases resulted in a conviction last year,Assertive Questioning,Last week I apologised publicly for the low rate of convictions for rape cases in England and Wales,"['We saw a rise at the beginning of the decade and a steep decline since then ', 'That is of deep concern to me and everybody involved in the system ', 'The system has failed ', 'multiplicity of reasons, including for example, the appalling position where a young woman who has made a complaint of rape is told look we need your phone, we want your mobile phone, we will take your phone from you maybe for months ', 'We are not going to give it back to you ', 'That makes, gives that person an unenviable choice ', 'do they give their phone over with their life on it or pursue the complaint ', 'Too many people are put in that position ', 'cases are not followed through ', 'I want to change all that ', 'so does the Prime Minister ', 'I take on board what the questioner has just asked']",148,12,12.333333333333334,0.0,0.0,0.5833333333333334,0.3333333333333333,0.0,Fiona Bruce,Robert Buckland,Robert Buckland,1,1,1,2,2
3129,23724_1,why don't you do that,Assertive Questioning,it would at least solve part of the problem that we have,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Fiona Bruce,,2,0,1,1,0
